Ton,Toff,IP,SV,WF,WT,CR,SR
1.1739560485559632,15.986019409284967,187.98247563290607,69.07015303699963,9.160999706587472,700.8715622451862,3.152260778566734,1.4966778296029326
0.8388784397520523,28.664385329168447,132.49452890011932,54.02214316487602,5.571155958966186,1212.3668556447114,2.53688829889377,1.0257604181271303
1.2585979199113824,18.128961829825336,203.4165226184145,31.67070382039782,10.518678557465444,1331.8907483482353,3.6594235212488244,1.6153777218714804
1.0973680290593637,18.874454725042423,161.11124256048316,63.72320004225919,4.4097716026311735,641.6315644827456,2.716309094447499,1.2869679447366118
0.49417734788764955,34.23305001696673,86.22584114469493,21.406777323332605,7.383934900866247,500.4370259306034,1.4362984952209743,0.64918260603959
1.3756223516367558,26.573676530247464,193.9130183517521,65.56274140472212,3.8413921714918247,955.5254815965395,3.542225604850609,1.5701440343994235
1.1611397019903529,43.49927840495984,138.4971267163117,53.759054223552866,6.95300616385842,1340.1276988913028,2.8162246468889065,1.1348300665660003
1.1860643052769537,24.21300782745824,89.82945551620669,23.088020377369702,3.524665089783862,1198.396810910264,2.3194549536868263,0.9550622702320926
0.5281136326755459,37.237764108284836,91.3766187377989,21.088356037911694,3.6157862437152195,1257.16397847678,1.8355564298310758,0.7050399294682755
0.8503859378955672,28.755181764957044,166.25475091538206,64.0535253399336,8.122233770420156,913.2652409923737,2.9364824096742166,1.2488592404619905
0.7707980242325811,35.11844163613692,76.63215094212858,34.74789801624558,4.637860421757667,720.1873770410303,1.595574387066504,0.682570374826467
1.3267649888486017,33.19025141491169,110.12312708793385,72.91531844910166,3.723672265642473,1061.5456697773009,2.463363734453566,1.0340162688449028
1.0438651200806643,29.129087128287942,89.57026266578154,64.77267334593127,11.297682501350732,685.0205478115764,1.842771007391753,0.7930759343954306
1.2227616132708299,44.401955027981984,131.7508401464198,60.68417566193383,2.4300325074005107,1285.1630015328255,2.779231887207424,1.1656868996010223
0.8434141988273312,24.966836568158588,128.00952807921058,33.83078736854086,7.651481126958871,676.5114243533985,2.2295420882241266,0.9995575488953392
0.6272387217847769,19.671536039976722,143.06270085643985,61.37244921738355,7.482638418332653,784.9527567214927,2.329182258257827,0.991434891730907
0.9545847870158347,35.699009948154504,109.14908607435423,76.68145180894938,4.506088744030598,1032.5264950714563,2.2786214196137435,0.8970090661139989
0.46381725610417535,41.07224196185308,74.48610251294481,21.85982939971641,6.527717451128178,1009.7164242650192,1.5406682667011764,0.586217782646132
1.227631171992582,15.28811967807756,156.01405491492602,36.87440908822823,2.8773778308263545,1140.9767828680838,3.0899326316024616,1.2765127737929702
1.0316643991220649,28.388246029525778,122.32052040352919,31.019024989542025,9.212701459238856,953.0612905749044,2.38504430389563,1.0516960216707296
1.1580877400853737,42.559606069994445,161.1868998236065,41.16800860164267,4.216971483768232,1507.394304786605,3.126293843446633,1.3440223026741256
